pdb_id,ec_numbers,uniprot_id
,1.1.1.44,P78812
,1.1.1.86,P78827
,3.1.3.16,P78968
,3.1.27.-,P79101
,3.2.1.17,P79158
,3.2.1.17,P79179
,3.2.1.17,P79180
,4.1.2.13,P79226
,3.2.1.17,P79239
,3.2.1.17,P79268
,1.3.8.1,P79273
,3.4.24.-,P79287
,3.2.1.17,P79294
,3.3.2.9,P79381
,3.2.1.17,P79687
,1.17.4.1,P79733
,3.2.1.17,P79806
,3.2.1.17,P79811
,3.2.1.17,P79847
,4.1.1.50,P79888
,2.4.1.222,P79948
,2.7.11.24,P79996
,3.4.21.7,P80009
,3.4.21.7,P80010
,4.6.1.19,P80022
,1.3.1.9,P80030
,3.2.1.14,P80052
,1.4.1.3,P80053
,3.4.21.19,P80057
,2.4.1.25,P80099
,3.4.21.-,P80146
,2.3.3.16,P80148
,5.3.2.1;5.3.3.12,P80177
,3.2.1.17,P80190
,2.3.1.7,P80235
,5.3.4.1,P80284
,4.6.1.18,P80287
,2.1.1.-,P80305
,1.8.1.7,P80461
,3.6.1.5,P80595
,1.1.1.44,P80859
,5.3.1.9,P80860
,1.11.1.24,P80864
,1.1.1.-,P80874
,2.1.1.14,P80877
,3.4.21.-,P80931
,3.1.1.4,P81166
,3.1.1.4,P81167
,3.4.21.-,P81176
,1.2.1.3,P81178
,5.3.1.9,P81181
,3.1.1.4,P81236
,3.1.1.4,P81237
,3.1.1.4,P81243
,3.4.21.7,P81286
,2.3.2.13,P81453
,3.1.1.4,P81458
,3.1.1.4,P81479
,3.1.1.4,P81480
,3.4.23.1,P81497
,3.4.23.3,P81498
,5.3.2.1;5.3.3.12,P81529
,3.2.1.23,P81650
,3.1.3.2;3.1.3.48,P81693
,5.3.2.1;5.3.3.12,P81748
,2.7.4.6,P81766
,3.4.21.-,P81824
,3.1.1.8,P81908
,3.4.24.40,P82115
,3.2.1.4,P82186
,1.4.1.3,P82264
,3.2.1.55,P82593
,3.2.1.55,P82594
,3.1.3.2;3.1.3.48,P82891
,3.4.24.-,P82942
,3.1.1.4,P82971
,2.7.11.13,P83099
,2.7.12.1,P83102
,3.2.1.147,P83179
,3.1.1.11,P83218
,4.2.1.1,P83299
,3.4.22.-,P83443
,3.1.3.1,P83456
,3.9.1.3,P83468
,5.3.1.6,P83534
,3.4.21.-,P83610
,3.1.2.1,P83773
,3.1.1.11,P83948
,3.2.1.17,P83972
,2.3.1.-,P84285
,3.4.22.-,P84346
,3.1.1.4,P84397
,3.4.21.97,P84454
,3.2.2.22,P84531
,3.1.1.4,P84651
,3.2.2.22,P84786
,3.4.21.-,P84788
,4.6.1.18,P84844
,3.2.2.22,P84854
,3.2.1.17,P85045
,3.1.27.-,P85072
,3.1.27.-,P85074
,3.1.27.-,P85075
,3.1.1.11,P85076
,3.2.2.22,P85101
,1.8.1.4,P85207
,3.2.2.22,P85208
,3.5.2.6,P85302
,3.2.1.17,P85345
,3.2.1.35,P85841
,3.4.21.-,P86091
,2.3.1.12,P86197
,4.2.1.11,P86210
,2.3.1.61,P86219
,3.1.1.4,P86389
,3.1.1.4,P86456
,3.4.21.-,P86497
,6.5.1.3,P86925
,3.2.1.171,P87161
,6.3.5.5,P87183
,3.4.21.63,P87184
,2.8.1.7,P87185
,2.8.1.7,P87187
,1.1.1.399;1.1.1.95,P87228
,3.5.4.26,P87241
,2.7.11.1,P87248
,4.6.1.18,P87351
,3.4.22.-,P89116
,3.4.21.97,P89449
,3.4.19.12;3.4.22.-,P89459
,5.6.2.2,P90520
,1.1.1.8,P90551
,7.2.2.-,P90747
,2.7.11.22;2.7.11.23,P90866
,3.4.24.-,P91137
,3.4.17.21,P91406
,1.17.1.4,P91711
,3.4.24.-,P91828
,5.3.2.1;5.3.3.12,P91850
,1.11.1.24,P91883
,3.4.11.2,P91885
,3.4.11.2,P91887
,3.6.5.-,P92120
,4.1.1.39,P92306
,4.1.1.39,P92397
,4.1.1.39,P92401
,4.1.1.39,P92406
,4.1.1.39,P92407
,4.1.1.39,P92445
,2.7.7.6,P92969
,2.7.11.1,P93050
,2.4.1.207,P93349
,4.6.1.19,P93460
,3.2.2.22,P93543
,2.7.11.1,P93604
,3.4.21.53,P93647
,3.4.21.53,P93648
,3.4.11.5,P93732
,2.7.4.8,P93757
,3.2.1.26,P93761
,5.4.2.2,P93804
,4.1.1.39,P93880
,4.1.1.39,P93890
,4.1.1.39,P93913
,4.1.1.39,P93988
,4.1.1.39,P93998
,3.4.24.-,P94304
,1.17.99.9,P94346
,1.5.5.2,P94390
,1.2.1.88,P94391
,1.2.1.79,P94428
,4.2.2.10,P94449
,1.8.4.10,P94498
,3.6.1.66,P94558
,3.2.1.23,P94804
,4.2.1.2,P95331
,1.3.7.7,P95463
,5.6.2.-,P95479
,1.4.1.3,P95544
,1.2.1.88;1.5.5.2,P95629
,3.1.3.-,P95649
,3.4.11.1,P95928
,3.2.1.-,P96105
,1.4.1.3,P96110
,3.2.1.52,P96157
,1.4.1.13,P96218
,3.1.1.-,P96402
,2.3.1.1;2.3.1.35,P96426
,1.1.1.22,P96718
,3.2.1.177,P96793
,2.4.2.8,P96794
,1.1.1.86,P97115
,2.5.1.22,P97355
,3.1.27.-,P97425
,3.1.27.-,P97426
,3.1.1.111,P97535
,3.4.21.-,P97592
,3.4.24.71,P97739
,3.4.24.-,P98061
,3.4.21.68,P98121
,3.4.21.21,P98139
,3.4.21.38,P98140
,7.6.2.1,P98195
,6.3.4.2,P99072
,3.6.1.66,P99094
,6.3.5.5,P99147
,2.7.1.11,P99165
,2.4.1.-;5.4.99.-,P9WEH1
,2.3.1.-,P9WEH6
,3.1.1.-,P9WEM6
,3.1.1.-,P9WEM7
,2.1.1.-,P9WEM8
,2.1.1.-,P9WEM9
,2.1.1.-,P9WEN1
,2.1.1.-,P9WEN2
,2.1.1.-,P9WEN4
,5.4.3.10,P9WEN6
,2.3.1.-,P9WEQ0
,2.3.1.-,P9WET6
,2.3.1.-,P9WET9
,2.3.1.-,P9WEV0
,3.4.21.-,P9WEW5
,2.3.1.-;6.3.2.-,P9WEZ4
,2.5.1.86;2.5.1.87,P9WFF6
,2.3.1.-,P9WFK6
,4.2.99.21;5.4.4.2;5.4.99.5,P9WFX0
,5.6.2.1,P9WG48
,2.5.1.16,P9WGE5
,3.1.26.3,P9WH03
,1.1.1.133,P9WH09
,2.1.1.192,P9WH14
,2.1.1.192,P9WH15
,1.17.4.1,P9WH77
,2.5.1.78,P9WHE9
,3.5.4.25;4.1.99.12,P9WHF0
,2.7.6.5;3.1.7.2,P9WHG8
,1.8.1.4,P9WHH8
,6.3.4.2,P9WHK6
,6.3.5.3,P9WHL7
,2.1.2.2,P9WHM5
,2.4.2.8,P9WHQ8
,2.7.4.1,P9WHV9
,2.7.11.1,P9WI64
,2.7.11.1,P9WI68
,2.7.11.1,P9WI70
,2.7.11.1,P9WI72
,2.7.11.1,P9WI76
,2.7.11.1,P9WI80
,5.4.2.11,P9WIC9
,1.11.1.24,P9WIE1
,1.11.1.21,P9WIE4
,4.1.1.32,P9WIH2
,3.5.1.2;4.3.3.6,P9WII7
,4.3.3.6,P9WII9
,1.2.4.4,P9WIS1
,2.3.1.12,P9WIS6
,2.5.1.7,P9WJM1
,1.8.4.11,P9WJM5
,4.6.1.17,P9WJR9
,2.1.1.-,P9WJZ7
,2.3.1.-,P9WK15
,3.1.1.1,P9WK87
,2.3.1.20,P9WKA5
,2.3.1.20,P9WKA7
,2.3.1.20,P9WKA9
,2.3.1.20,P9WKB1
,2.3.1.20,P9WKB5
,2.3.1.20,P9WKB7
,2.3.1.20,P9WKB9
,2.7.6.1,P9WKE2
,1.17.7.4,P9WKF9
,1.17.7.4,P9WKG1
,2.7.1.148,P9WKG7
,1.7.1.7,P9WKI3
,1.1.1.86,P9WKJ6
,2.3.2.-,P9WKV3
,2.1.2.-,P9WKZ3
,5.4.2.6,P9WKZ7
,1.3.98.5,P9WL45
,4.1.3.39;4.1.3.43,P9WMK4
,5.3.1.16;5.3.1.24,P9WMM5
,3.1.11.5;5.6.2.4,P9WMQ2
,3.6.1.66,P9WMR6
,3.6.1.66,P9WMR7
,1.1.3.6;5.3.3.1,P9WMV9
,2.6.1.16,P9WN49
,4.2.1.46,P9WN65
,1.1.1.94,P9WN75
,1.1.1.94,P9WN77
,3.2.2.-;4.2.99.18,P9WNB8
,3.2.2.23;4.2.99.18,P9WNC2
,1.13.11.81;4.1.2.25;5.1.99.8,P9WNC4
,2.3.1.39,P9WNG5
,2.7.1.25;2.7.7.4,P9WNM4
,2.7.7.7,P9WNT1
,2.7.7.7,P9WNT3
,6.5.1.1,P9WNV2
,1.1.1.399;1.1.1.95,P9WNX3
,1.2.1.11,P9WNX4
,2.7.1.107,P9WP28
,3.1.1.-,P9WP41
,2.1.1.-,P9WPB1
,3.4.21.92,P9WPC3
,3.4.21.92,P9WPC5
,2.3.1.-,P9WPF5
,1.1.1.193;3.5.4.26,P9WPH0
,1.1.1.193;3.5.4.26,P9WPH1
,6.3.5.5,P9WPK4
,6.3.5.5,P9WPK5
,1.1.1.3,P9WPX1
,3.2.2.31,P9WQ09
,3.2.1.1;5.4.99.16,P9WQ18
,3.2.1.141,P9WQ23
,2.8.1.7,P9WQ71
,4.1.2.13,P9WQA3
,1.1.1.-,P9WQA5
,2.3.1.292,P9WQE0
,2.3.1.292,P9WQE2
,2.3.1.292,P9WQE4
,2.3.1.292,P9WQE6
,2.3.1.287,P9WQE8
,3.4.24.-,P9WQN2
,2.3.1.122;2.3.1.20,P9WQN8
,2.3.1.122;2.3.1.20,P9WQP0
,2.3.1.122;2.3.1.20,P9WQP2
,1.1.1.145;5.3.3.1,P9WQP6
,3.4.22.-,Q00204
,2.3.1.118;2.3.1.5,Q00267
,3.2.1.67,Q00293
,3.1.1.74,Q00298
,5.6.2.1,Q00313
,3.2.1.147,Q00326
,5.4.2.8,Q00330
,3.1.21.-,Q00338
,3.2.1.15,Q00446
,4.2.1.94,Q00455
,3.4.22.-;7.-.-.-,Q00564
,2.4.99.28;3.4.16.4,Q00573
,1.1.1.34,Q00583
,4.2.2.2,Q00645
,3.4.23.24,Q00663
,3.4.24.36,Q00689
,2.1.1.68,Q00763
,3.7.1.2,Q00770
,1.3.1.-,Q00791
,1.1.3.13,Q00922
,5.6.2.2,Q00942
,3.5.2.6,Q00982
,3.5.2.6,Q00983
,3.4.21.53,Q00WL5
,3.4.21.97,Q01002
,3.2.1.1,Q01117
,3.2.1.8,Q01176
,1.1.1.n12;4.2.1.119,Q01373
,2.7.4.6,Q01402
,3.2.1.39,Q01413
,3.2.1.-,Q01458
,5.3.2.6,Q01468
,1.1.1.34,Q01559
,4.3.2.1,Q01592
,1.2.1.12,Q01597
,2.3.1.57,Q01612
,2.4.2.10;4.1.1.23,Q01637
,4.1.1.31,Q01647
,3.1.3.2,Q01682
,4.6.1.19,Q01796
,4.1.1.39,Q01873
,4.1.1.39,Q01874
,2.7.11.22;2.7.11.23,Q01917
,3.4.19.12,Q01988
,1.1.3.15,Q01KC2
,1.11.1.11,Q01MI9
,2.1.1.192,Q01QF9
,2.3.1.157;2.7.7.23,Q01YD9
,3.2.1.15,Q02096
,1.1.1.23,Q02136
,3.1.1.3,Q02157
,2.7.1.25,Q02196
,3.6.5.-,Q02245
,3.2.1.8,Q02290
,1.1.1.30,Q02338
,3.1.1.4,Q02517
,4.1.1.39,Q02518
,2.4.2.8,Q02522
,4.1.1.31,Q02735
,3.1.26.3,Q027L3
,3.2.1.18,Q02834
,4.1.1.31,Q02909
,3.2.1.4,Q02934
,5.3.2.1;5.3.3.12,Q02960
,1.1.1.86,Q02CM4
,2.3.1.157;2.7.7.23,Q02DF6
,5.4.2.2;5.4.2.8,Q02E40
,2.8.1.4,Q02EP8
,2.7.7.-;2.7.7.108,Q02EZ4
,2.7.1.167;2.7.7.70,Q02F21
,1.1.1.86,Q02FX9
,1.3.1.76;2.1.1.107;4.99.1.4,Q02NA3
,3.4.11.1,Q02PA2
,3.1.3.1,Q02QC9
,1.1.1.305;2.1.2.13,Q02R25
,6.3.4.2,Q02RA9
,2.1.1.192,Q02RW0
,2.3.1.157;2.7.7.23,Q02WW6
,2.7.1.11,Q02YK5
,1.1.1.86,Q02YY8
,5.1.3.15,Q03161
,1.1.1.34,Q03163
,3.4.23.-,Q03168
,3.5.2.6,Q03170
,3.2.1.80,Q03174
,3.4.21.-,Q03238
,2.7.7.12,Q03249
,2.1.1.192,Q032R6
,2.7.11.1,Q03306
,3.4.21.94,Q03333
,3.2.2.22,Q03464
,5.1.1.3,Q03469
,2.4.2.31,Q03515
,3.4.16.4,Q03524
,3.4.26.1,Q03530
,1.17.4.1,Q03604
,6.3.5.1,Q03638
,3.4.22.-,Q03792
,2.7.1.11,Q039I0
,2.7.1.11,Q03F74
,3.2.2.23;4.2.99.18,Q03GC2
,2.3.1.157;2.7.7.23,Q03HD2
,1.1.1.86,Q03IJ9
,2.1.1.192,Q03J17
,3.1.26.3,Q03K17
,2.7.1.11,Q03KB7
,2.3.1.157;2.7.7.23,Q03LQ1
,6.3.4.2,Q03T27
,2.3.1.157;2.7.7.23,Q03T39
,1.1.1.86,Q03UU4
,3.6.1.66,Q03YJ8
,3.5.1.9,Q04066
,3.2.2.23;4.2.99.18,Q041U1
,3.1.3.84,Q04299
,4.2.1.11,Q042F4
,2.7.1.11,Q043V2
,3.1.1.1,Q04457
,1.11.1.21,Q04657
,4.1.1.50,Q04694
,2.3.1.157;2.7.7.23,Q046K2
,3.4.22.40,Q04723
,2.7.11.22,Q04770
,5.4.99.7,Q04782
,1.2.1.11,Q04797
,3.5.99.6,Q04802
,1.8.1.4,Q04829
,2.7.11.22,Q04899
,4.2.1.130,Q04902
,3.4.21.38,Q04962
,6.3.4.2,Q04C51
,2.3.1.157;2.7.7.23,Q04C57
,2.3.1.157;2.7.7.23,Q04DS4
,1.1.1.27,Q04K99
,2.3.1.157;2.7.7.23,Q04KU2
,2.7.1.11,Q04L24
,2.1.1.192,Q04LD5
,1.1.1.86,Q04M32
,1.1.1.86,Q04P56
,6.3.5.5,Q04R57
,2.1.1.192,Q04UG1
,2.1.1.192,Q04Z14
,6.3.5.5,Q04ZG6
,2.7.11.22,Q05006
,2.7.11.1,Q05101
,1.1.1.1,Q05114
,1.1.1.82,Q05145
,3.1.1.1,Q05487
,2.3.1.16,Q05493
,3.1.1.61;3.5.1.44,Q05522
,3.4.16.4,Q05523
,3.1.3.16,Q05547
,3.2.1.14,Q05638
,3.1.3.16,Q05681
,1.1.1.86,Q056H8
,4.1.1.39,Q05798
,2.7.1.11,Q057P0
,2.1.1.192,Q057Q1
,4.1.1.39,Q05800
,3.2.1.17,Q05820
,2.3.1.122;2.3.1.20,Q05861
,2.3.1.122;2.3.1.20,Q05862
,3.2.1.1,Q05884
,4.1.1.32,Q05893
,4.3.2.2,Q05911
,3.2.1.15,Q05967
,4.1.1.39,Q05986
,4.1.1.39,Q05990
,4.1.1.39,Q05992
,4.1.1.39,Q05994
,3.2.1.35,Q05A56
,3.4.19.12,Q05B57
,2.3.1.181,Q06005
,4.1.1.39,Q06021
,4.1.1.39,Q06022
,4.1.1.39,Q06023
,4.1.1.39,Q06024
,4.1.1.39,Q06025
,3.4.24.36,Q06031
,3.2.2.22,Q06077
,2.7.1.105;3.1.3.46,Q06137
,3.2.1.14,Q06209
,3.2.1.17,Q06283
,3.2.1.17,Q06284
,3.2.1.17,Q06285
,2.7.11.23,Q06309
,1.3.8.1,Q06319
,3.4.23.-,Q06325
,3.6.5.-,Q06331
,3.2.1.14,Q06350
,1.4.7.1,Q06434
,5.3.1.23,Q06489
,1.4.1.23,Q06539
,3.4.21.-,Q06606
,2.7.7.-;3.1.21.-,Q06657
,3.5.1.41,Q06702
,2.7.10.1,Q06805
,2.7.7.-;3.1.21.-,Q06923
,2.3.1.122;2.3.1.20,Q06947
,5.1.3.20,Q06963
,3.1.1.17,Q06AA3
,2.3.2.23;2.3.2.24,Q06AA9
,5.6.2.1,Q06AK7
,3.4.19.12,Q06AT3
,4.1.1.39,Q06GQ2
,4.1.1.39,Q06GY9
,3.1.3.16,Q07099
,1.4.3.21,Q07121
,1.4.3.21,Q07123
,2.7.7.9,Q07130
,2.7.11.24,Q07176
,4.1.1.39,Q07209
,4.1.1.39,Q07210
,4.1.1.39,Q07281
,1.3.8.1,Q07417
,7.1.2.1,Q07421
,1.5.1.3;2.1.1.45,Q07422
,3.1.27.-,Q07465
,2.7.10.1,Q07497
,1.2.1.27,Q07536
,2.7.4.6,Q07661
,3.4.24.-,Q076D1
,3.4.24.-,Q07744
,3.1.1.2,Q07792
,1.1.1.37,Q07841
,2.3.1.157;2.7.7.23,Q07MW2
,6.3.4.2,Q07NF1
,1.1.1.86,Q07PJ7
,2.7.1.167;2.7.7.70,Q07RN1
,1.11.1.21,Q07V22
,2.1.1.192,Q07VN5
,2.3.1.157;2.7.7.23,Q07VU6
,2.7.1.167;2.7.7.70,Q07Y78
,1.11.1.21,Q07YF5
,2.8.1.4,Q07ZD9
,1.1.1.37,Q08062
,3.2.2.23;4.2.99.18,Q08079
,3.6.5.-,Q08114
,1.4.7.1,Q08258
,4.1.1.32,Q08262
,2.4.1.-,Q08271
,3.2.1.10,Q08295
,1.11.1.21,Q082Q2
,1.4.1.1,Q08352
,2.1.1.192,Q085U9
,2.4.2.18;4.1.3.27,Q08654
,3.1.1.1,Q08662
,2.3.1.-,Q08678
,6.3.4.2,Q086B1
,2.7.11.1,Q08732
,2.8.1.1,Q08742
,3.2.1.135,Q08751
,2.3.1.43,Q08758
,3.1.2.-,Q08788
,7.2.2.10,Q08853
,2.7.7.-;2.7.7.108,Q088P6
,4.2.1.130,Q08914
,2.3.2.31,Q08B84
,2.3.2.23,Q08BH7
,3.4.19.12,Q08BW0
,3.1.6.1;3.1.6.18,Q08CJ7
,1.14.17.-,Q08CS6
,2.7.11.1,Q08CW1
,5.4.99.-,Q08DI8
,3.4.22.56,Q08DY9
,2.7.11.1,Q08DZ2
,1.2.1.26,Q08IB7
,1.2.1.26,Q08IC0
,1.2.1.12,Q09054
,2.7.10.2,Q09178
,2.3.2.26,Q09291
,2.4.1.101,Q09325
,3.5.1.98,Q09440
,1.3.5.1,Q09508
,3.4.14.10,Q09541
,4.2.1.130,Q09675
,5.4.2.3,Q09687
,1.5.1.7,Q09694
,2.3.1.225,Q09701
,6.2.1.64,Q09765
,5.4.2.3,Q09770
,2.7.1.36,Q09780
,2.7.7.-;2.8.1.-,Q09810
,2.7.11.1,Q09831
,2.4.1.25,Q09840
,1.1.1.8,Q09845
,4.1.1.39,Q09MH0
,4.1.1.39,Q09X09
,2.7.1.167;2.7.7.70,Q0A4T7
,6.3.4.2,Q0A7K2
,1.3.1.76;2.1.1.107;4.99.1.4,Q0A812
,3.1.26.3,Q0A8Z1
,2.1.1.192,Q0A989
,2.7.7.-;2.7.7.108,Q0A9T9
,1.1.1.86,Q0AB89
,6.3.4.2,Q0AD92
,2.1.1.192,Q0AE39
,1.1.1.86,Q0AGM0
,1.3.1.76;2.1.1.107;4.99.1.4,Q0AHC1
,2.3.1.157;2.7.7.23,Q0AJA8
,6.3.5.5,Q0AMR3
,6.3.4.2,Q0APT7
,2.3.1.157;2.7.7.23,Q0AR24
,2.7.6.1,Q0ARN5
,2.1.1.192,Q0ATR3
,6.3.4.2,Q0AU97
,1.1.1.383,Q0AV19
,3.2.2.23;4.2.99.18,Q0AVE3
,2.1.1.192,Q0AXL8
,3.5.4.25;4.1.99.12,Q0AXM5
,2.3.1.157;2.7.7.23,Q0B0S9
,2.3.1.157;2.7.7.23,Q0BB89
,1.1.1.86,Q0BDB6
,6.3.4.2,Q0BDS1
,2.7.7.-;2.7.7.108,Q0BEH1
,2.1.1.192,Q0BEW5
,3.5.1.2;4.3.3.6,Q0BKT3
,6.3.4.2,Q0BLA3
,2.1.1.192,Q0BLY6
,2.3.1.157;2.7.7.23,Q0BN96
,2.7.6.1,Q0BPP0
,1.11.1.21,Q0BRH7
,1.1.1.86,Q0BS26
,2.3.1.157;2.7.7.23,Q0BSR5
,6.3.4.2,Q0BTX6
,2.7.1.167;2.7.7.70,Q0BUU1
,2.1.1.192,Q0BV08
,2.1.1.192,Q0BWY9
,6.3.5.5,Q0BY73
,1.11.1.21,Q0C0D1
,2.7.1.167;2.7.7.70,Q0C190
,6.3.4.2,Q0C195
,2.3.1.157;2.7.7.23,Q0C4B0
,1.1.1.86,Q0C516
,2.7.6.1,Q0C5A1
,3.2.1.39,Q0C7P6
,2.3.1.-,Q0C8A4
,2.3.1.-,Q0C9L7
,2.7.7.4,Q0CC19
,2.3.1.-,Q0CCY3
,3.2.1.55,Q0CEE5
,2.3.1.-,Q0CF73
,2.3.1.-,Q0CF75
,3.3.2.10;3.4.11.-,Q0CFY9
,3.2.1.39,Q0CI96
,1.14.99.-,Q0CJ62
,3.2.1.91,Q0CMT2
,3.1.1.5,Q0CNC7
,2.7.11.22;2.7.11.23,Q0CQK1
,2.3.1.-,Q0CS88
,3.4.19.12,Q0CT11
,3.1.1.3,Q0CXU6
,3.4.23.-,Q0CZG7
,2.3.1.-;6.3.2.-,Q0CZH1
,1.3.1.-;1.3.1.89,Q0CZL3
,3.2.1.113,Q0D076
,2.7.11.24,Q0D0P5
,2.3.1.-;6.3.2.-,Q0D159
,2.3.1.-,Q0D1N9
,2.3.1.-,Q0D3C8
,1.11.1.7,Q0D3N0
,2.7.11.1,Q0D598
,2.7.11.-,Q0D5R2
,3.2.1.1,Q0D9J1
,5.6.2.2,Q0DSV9
,1.1.1.34,Q0DY59
,2.7.11.1,Q0DYK7
,3.5.4.25;4.1.99.12,Q0E079
,3.2.1.26,Q0E0P0
,4.1.1.39,Q0G9V4
,2.3.1.157;2.7.7.23,Q0HD81
,2.7.7.-;2.7.7.108,Q0HE08
,2.7.1.167;2.7.7.70,Q0HFL0
,2.8.1.4,Q0HGM0
,2.1.1.192,Q0HKW2
,6.3.4.2,Q0HL73
,1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8,Q0HPB7
,2.3.1.157;2.7.7.23,Q0HPG3
,2.8.1.4,Q0HSX1
,2.1.1.192,Q0HX60
,6.3.4.2,Q0HXH1
,2.7.1.167;2.7.7.70,Q0HYC0
,2.7.7.-;2.7.7.108,Q0I001
,1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8,Q0I0T3
,2.3.1.157;2.7.7.23,Q0I1G0
,2.7.1.167;2.7.7.70,Q0I1X5
,6.3.4.2,Q0I200
,2.7.1.11,Q0I267
,2.8.1.4,Q0I3G4
,2.1.1.192,Q0I3U8
,6.3.4.2,Q0I677
,2.7.4.6,Q0I6J3
,2.1.1.192,Q0I7M1
,2.3.1.157;2.7.7.23,Q0I9Y4
,1.1.1.86,Q0IC80
,2.7.4.25;6.3.2.1,Q0ICW2
,3.6.1.66,Q0IDG4
,3.4.19.12,Q0IH43
,3.1.6.1;3.1.6.18,Q0IHJ2
,2.7.11.1,Q0IHQ8
,4.6.1.-,Q0II50
,2.7.1.35,Q0II59
,3.4.19.12,Q0IIF7
,3.4.24.85,Q0III2
,3.4.21.53,Q0J032
,3.2.1.26,Q0J360
,1.11.1.11,Q0JEQ2
,2.7.11.1,Q0JEU6
,4.1.1.39,Q0K1E0
,1.11.1.21,Q0K815
,3.1.26.3,Q0K8N3
,2.1.1.192,Q0K959
,6.3.4.2,Q0KCE5
,1.1.1.86,Q0KCU2
,2.3.1.157;2.7.7.23,Q0KF07
,2.7.11.1,Q0KHT7
,1.3.8.5,Q0NXR6
,4.1.1.39,Q0P3J3
,3.4.17.-,Q0P4M4
,3.1.3.16,Q0P594
,4.2.1.134,Q0P5C7
,2.3.2.23,Q0P5K3
,2.1.1.192,Q0P7R8
,1.1.1.285,Q0PCF4
,2.7.12.2,Q0PKV7
,1.1.99.29,Q0R4L2
,1.1.1.86,Q0RDI8
,2.1.1.192,Q0RDQ8
,3.6.1.66,Q0RQL6
,3.5.4.25;4.1.99.12,Q0S0K2
,2.1.1.192,Q0S277
,3.2.2.23;4.2.99.18,Q0S2E0
,1.1.1.86,Q0S2H3
,2.3.1.157;2.7.7.23,Q0S4N3
,1.11.1.21,Q0S5Y0
,6.3.4.2,Q0SI74
,2.7.7.-;2.7.7.108,Q0SJ74
,6.3.4.2,Q0SMT3
,3.6.1.66,Q0SNR4
,2.3.1.157;2.7.7.23,Q0SQ61
,6.3.4.2,Q0SQX5
,2.4.99.28;3.4.16.4,Q0SRL7
,2.1.1.192,Q0SS81
,2.7.7.-;2.7.7.108,Q0SWV5
,2.3.1.157;2.7.7.23,Q0SYU6
,1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8,Q0SZ36
,1.3.1.76;2.1.1.107;4.99.1.4,Q0SZU8
,2.7.1.167;2.7.7.70,Q0T0L1
,6.3.4.2,Q0T1P8
,2.1.1.192,Q0T202
,1.1.1.305;2.1.2.13,Q0T2M8
,2.8.1.4,Q0T7G6
,2.7.1.11,Q0TAE8
,1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8,Q0TAL0
,2.3.1.157;2.7.7.23,Q0TAX9
,1.3.1.76;2.1.1.107;4.99.1.4,Q0TC92
,2.7.1.167;2.7.7.70,Q0TD55
,6.3.4.2,Q0TE79
,2.1.1.192,Q0TEW8
,1.1.1.305;2.1.2.13,Q0TFI7
,2.7.7.-;2.7.7.108,Q0THC2
,2.3.1.157;2.7.7.23,Q0TMG3
,6.3.4.2,Q0TNA4
,2.4.99.28;3.4.16.4,Q0TNZ8
,2.1.1.192,Q0TPL4
,3.4.24.-,Q0TTK8
,3.1.6.1,Q0TUK6
,2.7.7.-;2.7.7.108,Q0TV32
,2.7.11.22;2.7.11.23,Q0TWJ7
,2.1.1.33,Q0TZT0
,2.7.11.24,Q0U4L8
,6.3.5.5,Q0U5H7
,3.3.2.10;3.4.11.-,Q0U653
,1.3.1.-;1.3.1.89,Q0U9D6
,6.5.1.1,Q0UCI9
,2.3.1.-,Q0UI00
,3.1.1.5,Q0UJ42
,2.3.1.-,Q0UK48
,2.7.11.1,Q0UY20
,3.1.1.3,Q0V1P1
,2.7.7.4,Q0V6P9
,2.7.11.1,Q0V7T5
,2.1.1.-,Q0V8R7
,3.4.19.12,Q0V9G5
,3.1.1.116,Q0V9K2
,3.1.3.4;3.6.1.75,Q0VBU9
,3.5.4.-,Q0VC13
,2.7.9.3,Q0VC82
,2.3.1.41,Q0VCA7
,2.7.11.1,Q0VD22
,2.3.1.181,Q0VFH3
,2.3.1.157;2.7.7.23,Q0VKX6
,2.7.7.-;2.7.7.108,Q0VLS6
,2.7.1.167;2.7.7.70,Q0VM60
,2.1.1.192,Q0VND7
,1.3.1.76;2.1.1.107;4.99.1.4,Q0VQ05
,6.3.4.2,Q0VQD8
,1.1.1.86,Q0VSB5
,4.1.2.43;4.2.1.147,Q0W644
,1.2.1.27,Q0WM29
,3.4.23.-,Q0WMJ8
,2.3.1.225,Q0WQK2
,3.4.21.105,Q0WQX7
,3.1.1.-,Q0WUV7
,2.4.1.-,Q0WW21
,3.1.1.53,Q0ZME8
,2.7.11.1,Q10056
,5.3.4.1,Q10057
,2.7.11.1,Q10078
,5.3.3.2,Q10132
,2.7.8.11,Q10153
,3.4.19.12,Q10171
,5.4.99.7,Q10231
,4.2.1.9,Q10318
,3.2.1.75,Q10444
,4.1.3.1,Q10663
,3.4.15.1,Q10715
,3.4.22.-,Q10717
,3.4.11.2,Q10730
,3.4.11.2,Q10737
,3.1.1.4,Q10755
,3.4.24.-,Q10835
,4.1.1.65,Q10949
,2.3.1.-,Q10BH4
,3.1.1.4,Q10E50
,2.3.1.-,Q10MX2
,2.3.1.-,Q10MX4
,2.3.1.1;2.3.1.35,Q10N79
